Housing_Id,heating_features,cooling_features
35254,Central Forced Air,Central AC
35255,Other,Missing
35256,Forced Air,Central Air
35257,Missing,Missing
35258,Central,Central Air
35259,Central Forced Air - Gas,None
35260,Central,Central Air
35261,"Forced air, Gas",Central
35262,Central,Central Air
35263,"None, Forced air",None
35264,Radiant,Missing
35265,Forced Air,Central Air
35266,"None, Forced air",Other
35267,Central,Central Air
35268,Central Forced Air - Gas,None
35269,Forced air,Central
35271,Gas,Missing
35272,Central,Central Air
35273,Central,Central Air
35274,Wall Furnace,None
35275,"Other, Radiant",None
35276,Missing,Missing
35277,Central,Central Air
35278,"Baseboard, Stove, Wood / Pellet",None
35279,Central,Central Air
35280,Forced Air,Central Air
35281,"Forced Air, Heating - 2+ Zones, Radiant Floors","Multi-Zone, Central AC"
35282,Wall,None
35285,Central,Central Air
35286,Wood,Whole House Fan
35288,Missing,"Central Air, Whole House Fan"
35289,Central,Central Air
35290,Other,Other
35291,Wall Furnace,Wall Unit(s)
35293,"Forced air, Propane / Butane, Wood / Pellet",Central
35294,Missing,Central Air
35295,Radiant,Missing
35297,Wall,Missing
35298,Forced Air,Central AC
35300,"Central, Gas",Missing
35301,"Wall, Gas",None
35302,Central,Central Air
35303,Central,Central Air
35304,Forced Air,Central Air
35305,"Wall Furnace, Central Forced Air - Gas",None
35306,Missing,Missing
35307,Wall,Missing
35309,Other,Missing
35310,None,Wall
35311,Central,Missing
35312,Other,None
35313,Radiant,Missing
35316,Forced Air - Gas,Evap Central
35317,"Central Forced Air, Central Forced Air - Gas",None
35318,Central,Central Air
35319,Central,Central Air
35321,Central,Central Air
35322,Missing,Missing
35323,Forced Air,Ceiling Fan(s)
35326,"Gas, Wall Furnace",Ceiling Fan
35327,Gas Pac,"AC Central, Gas Pac"
35328,Zoned,Zoned
35329,Forced Air,"Central Air, Dual"
35330,Central,Central Air
35331,Forced Air,Central AC
35332,Central,None
35334,Other,Missing
35335,Forced Air,Ceiling Fan
35338,"Radiant Floors, Common",Central AC
35341,Electric,Missing
35342,"Forced air, Propane / Butane, Solar","Central, Solar"
35343,Central Forced Air - Gas,None
35344,Central,Missing
35345,Other-Attch,Other-Attch
35346,"Forced Air, Fireplace(s)",See Remarks
35347,"Floor Furnace, Stove - Wood",Ceiling Fan
35348,Wall Furnace,None
35349,Central,None
35350,Central,Central Air
35352,Gas,None
35353,"Natural Gas, Wall Furnace",Window Unit(s)
35354,Forced air,Central
35355,Floor Furnace,Missing
35358,Forced Air,Central AC
35359,"Forced Air, Stove - Propane",Central AC
35360,Central,Central Air
35361,"Central, Forced Air, Natural Gas",None
35362,Other,Missing
35363,Central,Central Air
35364,Forced Air,None
35365,Central,Central Air
35366,Missing,Central
35367,Missing,Missing
35368,Forced Air,Central AC
35369,"Forced air, Gas",None
35370,Missing,Missing
35372,Forced Air,None
35373,Wall,Missing
35374,Central Forced Air,None
35375,Other,Central
35377,Central,Central Air
35379,"Wall Furnace, Electric",Evaporative Cooling
35380,"Forced air, Gas",Central
35381,Central,Central Air
35383,Central Forced Air,None
35384,Central Forced Air,Central AC
35386,Missing,Missing
35387,Central Forced Air,None
35388,Central,Central Air
35389,Central Forced Air - Gas,Ceiling Fan
35390,"Forced air, Other, Radiant, Electric, Gas, Wood / Pellet",Central
35391,Missing,None
35392,Forced air,Central
35393,"Central, Natural Gas",Central Air
35394,Forced air,Other
35395,Central,No Air Conditioning
35397,Missing,None
35398,Electric,Ceiling Fan(s)
35399,Other,Missing
35400,"Natural Gas, Central",Central Air
35401,"Central, Wood Stove",None
35403,Central,"Central Air, Dual"
35404,Missing,See Remarks
35405,Missing,Missing
35406,Missing,Missing
35407,"Electric, Baseboard, Varies by Unit","Window Unit(s), Ceiling Fan(s)"
35408,Central,Central Air
35409,"Propane, Woodstove",Missing
35410,Central Forced Air - Gas,Other
35411,Missing,Central Air
35412,Central Forced Air,None
35413,Central,Missing
35414,Forced Air,None
35415,Central Forced Air - Gas,"Ceiling Fan, Central AC"
35416,Missing,Missing
35417,Forced Air,None
35418,Other,Central
35419,"Other, Electric",Missing
35420,Central,Central Air
35421,"Forced Air, Natural Gas",Central Air
35422,Missing,Missing
35424,"Heat Pump, Radiant Floors",None
35425,Central Forced Air,None
35426,Missing,Missing
35427,Central,Central Air
35428,Missing,Missing
35429,"Forced air, Gas",Missing
35431,Central,Central Air
35432,Baseboard,None
35434,Central,Central Air
35435,Forced Air,None
35436,Central,None
35438,"Propane, Central, Wood Stove",Central Air
35439,Central Forced Air - Gas,Central AC
35441,Wall Furnace,Central AC
35442,Forced Air,None
35443,Radiant,Missing
35444,Central Forced Air,Central AC
35445,Missing,Missing
35446,Forced Air,"None, Ceiling Fan(s)"
35447,Baseboard,Missing
35449,Central Forced Air - Gas,None
35450,Forced Air,"Ceiling Fan(s), Central Air"
35451,Wall Furnace,None
35452,Missing,Missing
35453,Central,Central Air
35454,Missing,Missing
35455,Central,Central Air
35456,Central,Central Air
35457,Central,Central Air
35458,"Forced air, Gas",Central
35459,Central,Central Air
35460,Missing,Missing
35461,Central,Central Air
35462,Central,Central Air
35463,Central,Missing
35464,Solar,None
35465,Central,Central Air
35466,"Forced air, Gas",Central
35467,"Central, Forced Air, Natural Gas, Fireplace(s)",None
35468,"Central, Forced Air, Natural Gas",None
35471,"Forced air, Gas",None
35472,Central,Central Air
35473,Missing,Missing
35474,Central,Central Air
35475,Central,Central Air
35476,Central Forced Air,None
35478,Central Forced Air,None
35479,Central,Central Air
35480,Central,Central Air
35482,Central Forced Air - Gas,Central AC
35483,Central Forced Air,Central AC
35484,"Forced air, Gas",None
35485,Forced Air - Elec,Central
35486,Central,Central Air
35487,"Stove - Wood, Other",Ceiling Fan
35488,"Forced air, Electric, Gas",Central
35492,Central,Central Air
35494,None,Missing
35495,Central,Central Air
35496,"Central, Gas",Missing
35497,Central,Central Air
35499,Missing,Wall/Window Unit(s)
35500,None,None
35501,Central Forced Air,Whole House / Attic Fan
35503,"Central, Electric",Central Air
35504,Forced Air - Gas,AC Central
35505,Central Forced Air,"Multi-Zone, Central AC"
35506,Central,Missing
35507,Central,Central Air
35509,Central,Central Air
35510,Central Forced Air,"Ceiling Fan, Central AC, Whole House / Attic Fan"
35511,"Propane, Central, Wood Stove",Central Air
35512,Central Forced Air,Central AC
35513,Other,Central
35514,Other,Missing
35515,Central,Missing
35517,Forced air,Central
35520,Forced air,Central
35521,"Central, Natural Gas, Forced Air","Central Air, Electric"
35522,Central,Central Air
35523,Forced Air - Elec,"AC Wall, Evap Central"
35524,"Forced air, Gas",Central
35525,Central Forced Air,Other
35526,Baseboard,Missing
35527,Radiant,Missing
35528,None,Missing
35530,Central Forced Air,Central AC
35531,Forced Air,"Ceiling Fan, Central AC"
35532,Natural Gas,No Air Conditioning
35533,Floor Furnace,None
35534,Central,Missing
35535,Central,Central Air
35536,Central,Central Air
35538,"Wall Furnace, Fireplace",None
35539,Central,Central Air
35541,Stove,Missing
35542,"Other, Gas",None
35544,Central,Central Air
35546,Missing,Missing
35547,Other,Missing
35549,Central,Central Air
35550,"Forced air, Stove, Oil, Wood / Pellet",Central
35553,Central Forced Air - Gas,None
35554,"Central, Gas",Missing
35555,Central Forced Air - Gas,None
35556,Forced Air,Central Air
35557,Gravity,None
35558,Wall Furnace,Missing
35559,"Gas, Forced Air",None
35560,Central,Central Air
35561,"Baseboard, Other, Electric, Gas",None
35562,Missing,Wall
35563,Wall,Missing
35564,Wall Furnace,Missing
35565,"Natural Gas, CFAH",Missing
35567,"Forced air, Gas",None
35568,Central,Missing
35570,"Central, Gas",Missing
35571,Central,Central Air
35572,"Central, Natural Gas",Central Air
35575,Forced air,Central
35576,Forced Air,No Air Conditioning
35577,"Forced air, Gas, Other",Central
35578,Central,Central Air
35580,Central Forced Air - Gas,Central AC
35581,Central,Central Air
35582,Missing,Missing
35583,Baseboard,Missing
35584,Central Forced Air,None
35585,Other,None
35586,Central,Central Air
35587,Forced Air,None
35588,Missing,None
35589,Central Forced Air,Central AC
35590,Central,None
35591,"Forced air, Gas",Central
35593,"Forced air, Gas",Missing
35594,Central,Central Air
35595,Electric,None
35596,Central Forced Air,Central AC
35597,Missing,Missing
35598,Central,Central Air
35599,Forced Air,Evaporative Cooling
35600,"Forced air, Stove, Gas",Central
35602,Other,Missing
35603,"Forced air, Gas",None
35605,"None, Other",None
35607,Electric,"Ceiling Fan, Multi-Zone, Central AC"
35608,"Forced air, Wall, Gas",None
35609,"Natural Gas, Central",Central Air
35610,Central,Central Air
35611,Missing,None
35612,See Remarks,None
35613,Heat Pump,"AC Central, Heat Pump"
35615,Central,Wall/Window Unit(s)
35616,Central,Central Air
35617,Central,Central Air
35618,"Central, Zoned, Forced Air","Central Air, Zoned, ENERGY STAR Qualified Equipment"
35619,Floor Furnace,None
35620,Central,Central Air
35621,Central,Missing
35622,Central,Central Air
35623,"Forced air, Gas",Central
35624,Central,Central Air
35625,"Forced air, Electric, Propane / Butane, Wood / Pellet",Evaporative
35626,Central Forced Air,None
35627,Central Forced Air,"Ceiling Fan, Central AC"
35629,Central,Central Air
35634,Missing,Central Air
35635,Forced Air,Wall/Window Unit(s)
35638,See Remarks,None
35639,Forced Air,Missing
35640,None,Missing
35641,Central,Central Air
35642,Wall Furnace,Missing
35644,Central,Central Air
35645,"Forced air, Gas",Missing
35646,"Forced air, Electric, Gas",Central
35649,Central,Missing
35650,Floor Furnace,None
35652,Missing,Missing
35654,Floor Furnace,None
35655,Missing,Missing
35656,Central Forced Heat,None
35657,Missing,None
35658,Natural Gas,Central Air
35659,"Central, Radiant",Missing
35660,Central Forced Air,None
35661,Central Forced Air,None
35662,Central,None
35663,Missing,None
35665,Central,Central Air
35667,Missing,Missing
35668,"Central, Gas",Missing
35670,Central Forced Air - Gas,Central AC
35671,Central Forced Air,None
35672,Central,Central Air
35673,Other,Central
35674,Central Forced Air,None
35675,"Forced Air, Natural Gas",Central Air
35676,Central,Missing
35677,Forced air,Central
35680,Missing,Missing
35682,Central,Central Air
35683,Central,Missing
35684,Other,Missing
35685,Baseboard,Missing
35687,Central,Central Air
35688,"Floor Furnace, Central Forced Air",Central AC
35689,Central Forced Air - Gas,Central AC
35691,Central,Central Air
35692,Forced Air,"Central Air, Electric, Zoned"
35693,Central,Central Air
35698,Central Forced Air,None
35700,Forced Air,Central AC
35701,Central,Central Air
35702,"Baseboard, Radiant, Electric",None
35703,Missing,Central Air
35704,"Wall, Electric",Wall
35705,Missing,Missing
35706,Central,"Dual, Central Air"
35709,Wall Furnace,None
35710,Forced Air,Central Air
35716,Gas,None
35717,"Central, Forced Air, Natural Gas, High Efficiency, Fireplace(s)","Central Air, High Efficiency"
35718,Other,Missing
35719,"Forced air, Other, Electric","Refrigerator, Central"
35723,"Forced Air, Pellet Stove","Ceiling Fan(s), Central Air"
35724,Wall Furnace,Missing
35725,Central Forced Air - Gas,None
35726,"Natural Gas, Forced Air",Central Air
35727,Central Forced Air - Gas,Other
35728,Central Forced Air - Gas,None
35730,Wall Furnace,None
35732,Central Forced Air,"Other, Central AC"
35733,Missing,Missing
35734,Wall Furnace,No Air Conditioning
35735,"Electric, Baseboard",None
35737,Central,Central Air
35738,Central Forced Air - Gas,"Ceiling Fan, Central AC"
35739,Central,None
35740,Central,Central Air
35741,Missing,Missing
35743,Central,Central Air
35744,Other,Central
35745,Central,Central Air
35746,Central,Central Air
35747,Central Forced Air - Gas,Central AC
35749,"Fireplace(s), Central, Natural Gas",Central Air
35750,Central,Missing
35752,Forced Air,None
35754,Baseboard,Missing
35755,Forced air,Central
35756,Missing,None
35757,Central,Central Air
35758,"Stove, Wall, Gas, Other",Wall
35759,"Heat pump, Electric",Other
35760,"Forced air, Gas, Solar",Wall
35762,"Electric, Individual Room Controls",Ceiling Fan
35763,"Central, Fireplace Insert",Central Air
35765,Missing,Missing
35766,Missing,"Central Air, High Efficiency"
35767,Forced air,Central
35768,Electric,Wall/Window Unit(s)
35769,Central,Other
35770,Missing,Central Air
35773,Central,Central Air
35774,Central Forced Air - Gas,Central AC
35775,Central Forced Air,Central AC
35776,"Forced air, Gas",Central
35777,"Forced air, Gas",Ceiling Fan
35778,Central,Missing
35779,Central,Central Air
35781,Electric,Other
35782,Missing,None
35783,Missing,Missing
35784,Central,"Central Air, Wall/Window Unit(s)"
35785,"Forced air, Stove, Propane / Butane, Solar, Wood / Pellet",Missing
35786,Wall Furnace,Ceiling Fan
35787,Central,None
35788,Central,Central Air
35789,Central,Central Air
35791,Central,Central Air
35792,Central,Central Air
35793,"Heat Pump, Central, Pellet Stove","Heat Pump, Central Air"
35794,Forced Air,"Ceiling Fan(s), Central Air"
35795,Central,Central Air
35796,Central,Central Air
35797,"Forced air, Gas",None
35798,"Central, Gas",Missing
35799,Missing,Missing
35800,Missing,Missing
35801,Central,"Central Air, Ceiling Fan(s)"
35802,Central Forced Air,Central AC
35803,Central,Central Air
35804,"Zoned, Electric, High Efficiency","Zoned, Electric, High Efficiency"
35806,Central,Central Air
35807,Central Forced Air,Central AC
35808,Radiant,Missing
35809,Central,Central Air
35810,Central Forced Air,Central AC
35812,"Electric, Hot Water",Missing
35813,Central,Central Air
35814,Central,Central Air
35815,"Electric, Natural Gas",Other
35816,Forced air,Central
35817,Natural Gas,"Central Air, See Remarks"
35818,Central,Central Air
35819,"Central Forced Air, Central Forced Air - Gas",None
35821,"Central, Gas",Missing
35822,Wall Furnace,None
35823,Missing,Missing
35825,"Gas, Forced Air",Central AC
35826,Central Forced Air,Central AC
35828,Baseboard,Missing
35829,Central,Central Air
35830,"Central, Forced Air, Natural Gas","Central Air, Electric"
35831,"Central, Forced Air",Central Air
35832,Baseboard,Window / Wall Unit
35833,Central Forced Air,Central AC
35835,Other,Missing
35837,Central,Central Air
35838,"Other, Electric, Gas, Propane / Butane",Wall
35840,Central Forced Air,None
35841,Central,Missing
35842,"Central Forced Air, Central Forced Air - Gas",Central AC
35843,"Forced air, Gas",None
35844,Central Forced Air,"Multi-Zone, Window / Wall Unit"
35845,Missing,Central Air
35846,"Forced air, Gas",Central
35847,Forced air,Missing
35848,Wall,Missing
35849,Radiant,Missing
35850,"Central, Gas",Missing
35851,Wall Furnace,Wall/Window Unit(s)
35852,Forced Air,Central Air
35853,Missing,None
35854,"Gas, Forced Air",Window / Wall Unit
35856,Forced Air,"Ceiling Fan(s), Central Air"
35858,"Forced air, Gas",None
35861,Missing,Missing
35863,Central Forced Air,None
35865,Central,Missing
35866,Other,Central
35867,Forced air,Central
35868,Missing,Missing
35869,Missing,Missing
35871,Central Forced Air - Gas,None
35872,Central Forced Air - Gas,Central AC
35873,"Wall Furnace, Propane, Pellet Stove, Wood, Fireplace(s)",None
35874,"Gas, Forced Air",Central AC
35875,Central Forced Air,None
35876,Central,Central Air
35877,Other,Other
35878,"Electric, Forced Air",None
35879,"Natural Gas, Central",Central Air
35880,Central,None
35881,Central Forced Air - Gas,None
35882,"Forced Air, Natural Gas",None
35883,Steam,Missing
35884,Missing,Missing
35885,Missing,Missing
35886,Missing,Missing
35888,Central Forced Air - Gas,None
35889,Missing,"None, See Remarks"
35890,"Forced air, Gas",Central
35891,Wall Furnace,None
35892,Other,Missing
35893,"Central, Gas",Missing
35894,Central,None
35895,Central,Central Air
35897,Radiant,Ceiling Fan(s)
35898,Missing,Missing
35899,Other,Missing
35901,None,None
35902,"Forced air, Gas",Central
35903,Central,Central Air
35904,"Fireplace, Central Forced Air",Central AC
35905,Other,Missing
35906,Wall Furnace,None
35907,"Central, Wall Furnace",Central Air
35908,Central,Missing
35909,"Natural Gas, Forced Air",Missing
35913,"Forced air, Gas",None
35915,Wall Furnace,None
35916,"Radiant, Gas",Missing
35918,Hot Water,Missing
35919,Missing,Missing
35920,Central,Central Air
35921,Missing,Missing
35922,None,Missing
35923,"Central, Forced Air","Air Conditioning, Central"
35925,"Forced air, Gas",Central
35926,Other,Central
35927,Central,Central Air
35928,Radiant,Missing
35929,Missing,None
35930,Missing,Missing
35931,Missing,Missing
35932,Central,None
35933,Missing,Central Air
35934,Central Forced Air - Gas,Central AC
35935,Central,Central Air
35936,Central Forced Air,Central AC
35938,Forced Air,Missing
35939,"Heat Pump, Central, Fireplace Insert, Solar w/Backup, Other-Rmks",Central Air
35940,"Central, Fireplace(s)",Central Air
35941,Central,Central Air
35942,"Forced Air, Natural Gas",None
35943,Central Forced Air - Gas,None
35944,"Central, Gas",Missing
35945,"Forced air, Gas",Central
35946,Other,Central
35947,Other,Missing
35948,Central,Missing
35949,Other,Central
35950,Central,None
35951,Central,Central Air
35952,"Gas, Forced Air",Central AC
35954,Radiant,Wall/Window Unit(s)
35955,Fireplace,Ceiling Fan
35956,"Forced air, Gas",Central
35957,Central Forced Air,Central AC
35958,Central,Central Air
35959,"Forced air, Gas",Central
35960,Wall Furnace,"Wall/Window Unit(s), Electric"
35961,Central,Central Air
35962,"Electric, Forced Air, Heat Pump, Propane","Central Air, Electric"
35963,Central,Missing
35964,"Gas, Forced Air",None
35965,Forced Air,Other
35967,Baseboard,Ceiling Fan
35969,"Fireplace, Central Forced Air",Central AC
35970,Central,Central Air
35971,Central Forced Air,"Multi-Zone, Central AC"
35972,Central Forced Air,"Ceiling Fan, Central AC"
35973,"Central, Gas",Missing
35974,Missing,Missing
35975,"Forced air, Gas",None
35977,"Central, Gas",Missing
35978,Central Forced Air,None
35980,Central,Central Air
35981,"Forced air, Gas",Central
35983,"Forced Air, Natural Gas",None
35984,Central,Central Air
35988,Central,Missing
35989,Central Forced Air,"Ceiling Fan, Central AC"
35990,Central,Missing
35991,"Gas, Wall Furnace",None
35992,"None, Forced air",Other
35993,Missing,None
35994,Missing,Missing
35995,Central,Central Air
35996,"Central, Forced Air, Zoned",Central Air
35998,Missing,Missing
35999,Forced Air,None
36000,Missing,Missing
36001,Central,None
36002,Missing,Missing
36003,Central Forced Air,Central AC
36004,"Wall Furnace, Natural Gas, See Remarks",Wall/Window Unit(s)
36005,"Forced air, Gas",Central
36006,Central,Central Air
36007,Central,Central Air
36010,Central,Central Air
36011,Central,Central Air
36012,Other,Missing
36013,Central,Central Air
36014,"Forced Air, Natural Gas",Central Air
36015,Baseboard,Missing
36016,Central Forced Air - Gas,"Ceiling Fan, Central AC"
36017,Baseboard,Wall
36018,Baseboard,None
36019,None,None
36020,Missing,Missing
36021,"Propane, Central, Fireplace(s)","Central Air, Dual, Ceiling Fan(s)"
36022,"Central, Forced Air, Wood Stove",None
36023,Other,Missing
36024,Central,Central Air
36025,Electric,Electric
36026,"Fireplace(s), Wall Furnace",None
36027,Central,Missing
36028,"Central Forced Air, Gas",None
36029,"Wood Burn. Stove, Electric Furnace, Kerosene/oil","See Remarks, Evap Cooler"
36030,Other,Central AC
36031,"Forced air, Gas",Central
36032,Missing,Missing
36033,Other,Missing
36034,Forced air,Central
36035,"Forced Air, Wall Furnace",None
36036,Wall Furnace,None
36037,Central,Central Air
36039,Missing,Missing
36040,"Forced air, Propane / Butane",None
36041,Central,Central Air
36042,Other,Missing
36043,"Heat Pump, Radiant, Zoned - Elec","AC Zoned, Ceiling Fans, Heat Pump"
36044,"Central, Fireplace(s)",Central Air
36045,"Wall, Electric",Missing
36046,"Gas, Forced Air",None
36047,"Electric, Individual Rm Controls",None
36048,Central,Missing
36049,Other,None
36050,Central,Central Air
36051,Wall Furnace,Wall/Window Unit(s)
36052,Missing,See Remarks
36053,Central,Missing
36054,Floor Furnace,None
36055,Forced Air,Central Air
36056,"Forced air, Stove, Propane / Butane, Wood / Pellet",Central
36058,Central,Central Air
36060,Central,Central Air
36061,Central,Central Air
36063,"Forced air, Gas",Other
36064,"Forced air, Gas",Central
36065,Missing,Missing
36066,Central,Central Air
36067,Missing,Wall/Window Unit(s)
36068,Forced Air,Central AC
36069,Missing,Missing
36070,"Forced air, Gas",Missing
36071,Missing,Missing
36072,Central Forced Air,Central AC
36073,Central,Central Air
36074,"Baseboard, Electric",None
36075,"Forced Air, Natural Gas","Ceiling Fan(s), Central Air"
36076,Central Forced Air,Central AC
36077,Central,Central Air
36078,See Remarks,See Remarks
36079,Central Forced Air,Central AC
36080,Central,Central Air
36081,Central,Central Air
36083,Forced air,Missing
36084,Central,Central Air
36086,Other,Missing
36087,Central,Central Air
36088,"Central, Gas, Hot Water",Missing
36089,Central Forced Air,Central AC
36090,Baseboard,None
36091,Central,Central Air
36092,Central,Missing
36093,Central,Central Air
36095,Central,Central Air
36097,Forced Air,Central AC
36098,Gas,Central AC
36099,Forced air,Central
36100,Missing,Missing
36101,Forced Air,None
36102,Central,Central Air
36105,Central,Central Air
36107,Central,Wall/Window Unit(s)
36108,Central,Central Air
36110,Zoned,Zoned
36111,Central,Central Air
36112,"Forced Air - Elec, Forced Air - Gas","AC Central, Ceiling Fans, Heat Pump"
36113,Central Forced Air,"Central AC, Window / Wall Unit"
36114,"Forced Air, Natural Gas, Wall Furnace",None
36117,Other,Central
36118,Central,Central Air
36119,Radiant,Room Air
36120,Missing,Missing
36121,"Central, Gas",Missing
36123,"None, Other",None
36124,Wall Furnace,Missing
36125,Central,Central Air
36126,Central,Missing
36127,Missing,Missing
36128,"Other, Electric",Central
36129,Missing,Missing
36130,Central,Central Air
36131,Central Forced Air - Gas,None
36132,Central Forced Air,None
36133,Forced air,Other
36134,"Central, Gas",Missing
36136,Baseboard,Missing
36138,Central,Central Air
36139,"Wall, Gas",None
36140,Missing,Missing
36141,Central,Central Air
36142,Wall,Missing
36143,Missing,Missing
36145,Missing,Missing
36148,"Central, Fireplace(s)",Central Air
36149,Missing,Missing
36152,Central,Missing
36154,Wall Furnace,None
36155,Central Forced Air,"Ceiling Fan, Central AC"
36156,Forced Air,Central Air
36157,"Propane, CFAH",Missing
36158,Central Forced Air,None
36159,Central Forced Air - Gas,Central AC
36160,"Natural Gas, Forced Air",Central Air
36161,None,None
36164,"Forced air, Gas",Missing
36165,"Baseboard, Stove, Electric, Wood / Pellet",None
36168,Missing,Missing
36169,Radiant,None
36170,Forced air,Central
36171,"Natural Gas, Central",Central Air
36172,Central,Missing
36174,"Central, Gas",Missing
36175,Central Forced Air - Gas,None
36176,Missing,Missing
36177,Other,None
36178,Central,Central Air
36179,Missing,None
36181,"Forced air, Gas",Central
36182,Central Forced Air,None
36183,Central Forced Air - Gas,None
36185,Wall,None
36186,"Forced Air, Stove - Wood, Propane",None
36187,"Fireplace, Central Forced Air","Ceiling Fan, Central AC"
36188,Missing,Wall/Window Unit(s)
36191,Missing,Missing
36192,Central Forced Air,Central AC
36193,"Baseboard, Electric, Wood / Pellet",None
36194,None,Missing
36195,Central Forced Air,None
36196,"Forced air, Gas",None
36197,"Forced air, Gas, Wood / Pellet",Central
36198,"Forced air, Gas",Central
36199,Forced Air,Central Air
36200,Central Forced Air,Central AC
36201,Central,Central Air
36202,Central,Missing
36203,Central,Central Air
36204,"Other, Gas",None
36206,Radiant,Missing
36207,"Wall Furnace, Floor Furnace",None
36208,Central,None
36209,Central,Central Air
36211,Missing,None
36212,Central,Central Air
36213,Central,Central Air
36214,"Fireplace, Central Forced Air",None
36216,"Baseboard, Stove, Electric, Wood / Pellet",None
36217,Central,Central Air
36218,Propane,Wall/Window Unit(s)
36219,Central,Central Air
36220,Central Forced Air,Ceiling Fan
36221,"Forced Air, Natural Gas",Ceiling Fan(s)
36223,Radiant,Missing
36225,Other,Missing
36226,Central,Central Air
36227,Forced Air,Central Air
36228,Other,Central
36229,Central Forced Air - Gas,None
36230,Floor Furnace,None
36231,Forced air,Central
36232,Forced air,Central
36234,Central,"Central Air, Other-Rmks"
36235,Floor Furnace,None
36237,Central,Central Air
36238,Wall,Missing
36239,Central Forced Air,Central AC
36240,Central,Central Air
36241,Central,Central Air
36243,Central,Central Air
36245,Central Forced Air - Gas,Central AC
36246,Central,Central Air
36247,Central Forced Air - Gas,None
36250,"Forced air, Stove, Propane / Butane, Wood / Pellet",Central
36251,Wall Furnace,No Air Conditioning
36252,"Forced air, Gas",Central
36253,Missing,Central Air
36254,Wall,None
36255,Central,Missing
36256,Radiant,Central Air
36257,Missing,Missing
36258,Central,Central Air
36259,Radiant,Missing
36260,"Forced air, Propane / Butane",Central
36262,"Central, Gas",Missing
36263,Central,Central Air
36264,Missing,Missing
36265,Missing,Missing
36266,Central,Central Air
36267,Forced Air - Gas,"AC Zoned, Ceiling Fans"
36269,Missing,Missing
36270,"Forced air, Stove, Propane / Butane, Wood / Pellet",Central
36271,Forced Air - Elec,"AC Central, Ceiling Fans"
36272,Other,Central
36274,Forced air,Central
36275,Gas,Missing
36277,"Gas, Forced Air, Central Forced Air - Gas",Central
36278,Electric,Missing
36279,Missing,None
36280,"Central, Wood Stove",Evaporative Cooling
36283,Central,Central Air
36284,Central Forced Air,Central AC
36285,"Forced air, Propane / Butane",Central
36286,"Central, Wood, Fireplace(s)",Central Air
36287,Central,Central Air
36288,"Forced air, Other, Gas",Central
36289,Radiant,Missing
36290,Radiant,Central Air
36291,"Gas, Forced Air",Whole House / Attic Fan
36293,Wall Furnace,None
36294,Central,Central Air
36295,Central,Central Air
36296,Central Forced Air,Central AC
36297,"Central, Stove Propane",Central Air
36298,Central Forced Air,Central AC
36299,Gas,Missing
36300,Central,Missing
36301,Forced Air,None
36302,Missing,Missing
36303,Missing,Missing
36306,Central Forced Air - Gas,Central AC
36307,Forced air,Central
36308,Missing,Missing
36309,"Central, Forced Air",Central Air
36310,None,Missing
36313,Central,Central Air
36314,Wall,None
36315,"Central, Wood Stove, MultiUnits","Central Air, Multi Units"
36316,Central,Central Air
36317,Floor Furnace,None
36318,Central,Missing
36321,Central,Central Air
36322,"Central, Hot Water",Missing
36323,Central,Central Air
36324,Central,Central Air
36326,Central Forced Air,None
36327,Central,Central Air
36328,"Heat pump, Stove, Electric, Wood / Pellet",Central
36329,Central,Missing
36331,Wall Furnace,None
36332,Central Forced Air - Gas,None
36333,Central Forced Air,Central AC
36334,Wall Furnace,See Remarks
36335,Central Forced Air,Ceiling Fan
36337,Baseboard,Window / Wall Unit
36339,"Heat pump, Electric",Central
36340,Central,Central Air
36342,Central Forced Air - Gas,None
36343,Floor Furnace,None
36344,Central Forced Air,Central AC
36345,Forced Air,Ceiling Fan
36346,"Central, Electric","Electric, Central Air"
36347,"Fireplace(s), Forced Air",None
36349,Missing,Missing
36351,Central Forced Air,"Ceiling Fan, Central AC"
36354,"Central, Gas, Radiant",Ceiling Fan(s)
36355,Central,Central Air
36356,Missing,Missing
36357,Central,Central Air
36358,Missing,None
36359,Forced Air,Central AC
36360,"Central, Fireplace(s)",Central Air
36361,"Forced air, Gas",Central
36362,Central Forced Air,Central AC
36364,Central Forced Air - Gas,Central AC
36365,Central Forced Air,None
36366,Central Forced Air,Central AC
36367,Central,Missing
36368,Missing,None
36369,Central Forced Air - Gas,None
36370,Central Forced Air,Ceiling Fan
36371,Missing,None
36372,Central,Central Air
36373,Radiant,Missing
36374,Forced Air,Central Air
36375,"Central, Wood Stove",See Remarks
36377,Central Forced Air,Central AC
36378,Central Forced Air,Central AC
36381,"Central, Forced Air",Central Air
36382,"Forced air, Gas",Missing
36383,Gas,Missing
36384,Central,Central Air
36385,Central,Central Air
36386,Radiant,None
36387,Wall Furnace,None
36388,Missing,None
36390,Central,Missing
36391,Missing,Missing
36392,Central,Central Air
36393,"Radiant, Gas",None
36394,Central,Central Air
36396,"Electric, Central",Central Air
36397,"Forced air, Gas",Central
36398,Forced Air,Other
36399,Central,Central Air
36400,Missing,None
36402,"Other, Gas",None
36403,Radiant,"None, Other"
36404,Forced air,Other
36405,Gas,None
36406,"Forced air, Gas",Missing
36407,Central Forced Air - Gas,Central AC
36408,Central,Central Air
36410,Other,None
36411,Missing,Missing
36413,Central,None
36416,"Wall Unit, Wood Burn. Stove",Evaporative
