Housing_Id,parking,bedrooms,bathrooms,full_bathrooms,total_interior_livable_area
35775,"Garage, Garage - Attached, Covered",5,6,5,5084.0
35776,"Garage - Detached, Off-street, Covered",2,1,1,1066.0
35777,"Garage, Garage - Attached, Covered",5,3,3,2605.0
35778,"Converted Garage, Independent, On Site (Single Family Only)",4,2,2,2046.0
35779,"Garage, Garage - Attached, Covered",3,2,2,1920.0
35781,Garage - Detached,3,2,2,1498.0
35782,Missing,3,1,1,1420.0
35783,Covered,4,4,2,4106.0
35784,Gravel,3,2,2,1590.0
35785,"Garage - Detached, Covered",4,3,2,2250.0
35786,"Carport, Garage - Attached, Covered",3,2,1,1197.0
35787,Garage - Two Door,3,3,1,1915.0
35788,Garage - Two Door,2,2,2,1300.0
35789,"Covered, Carport, Garage - Attached",4,2,2,1495.0
35791,"Driveway, Garage, Garage Faces Front, Garage - Two Door",4,4,4,2269.0
35792,"Garage Door Opener, Attached",4,2,2,2516.0
35793,"Carport, Covered",2,2,2,1536.0
35794,"Attached, RV/Boat Parking, Side Yard Access, Other",3,2,2,3564.0
35795,"Garage, RV Potential",2,2,1,1240.0
35796,"Driveway, Garage, Garage - Three Door",4,2,2,1996.0
35797,"Garage, Garage - Detached, Off-street, Covered",5,3,2,2544.0
35798,"Tandem, On Site, Driveway",3,2,2,1115.0
35799,None,0,1,1,540.0
35800,Missing,12,0,2,4260.0
35801,0 spaces,3,2,2,978.0
35802,"Garage, Garage - Attached, Covered",3,1,1,1027.0
35803,Garage,2,1,1,898.0
35804,"Gated, Underground, Workshop in Garage",2,2,2,1393.0
35806,"Direct Access, Driveway",3,2,2,1926.0
35807,"Garage, Garage - Attached, Off-street, Covered",4,3,3,2221.0
35808,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only)",3,2,2,2442.0
35809,Garage - Two Door,3,2,2,1425.0
35810,"Garage, Garage - Attached, Covered",4,4,3,3429.0
35812,"Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site, Driveway",2,1,1,1234.0
35813,"Garage, Carport, Garage - Attached, Covered",3,2,2,1056.0
35814,"Garage, Garage - Attached, Off-street, Covered",3,2,1,1008.0
35815,"Garage Door Opener, Carport, Below Building Parking",2,2,2,1118.0
35816,"Potential RV Parking, Auto Opener",4,3,2,2919.0
35817,Garage,2,1,1,730.0
35818,"Garage - Detached, Covered",1,1,1,350.0
35819,"Garage, Garage - Attached, Covered",2,2,1,1303.0
35821,"Attached, Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only), Driveway, Shared Driveway",2,2,2,1795.0
35822,"Garage, Garage - Attached, Covered",2,1,1,1260.0
35823,"Independent, On Site - Mapped (Condo Only)",1,1,1,550.0
35825,"Garage, Garage - Attached, Covered",4,3,3,2032.0
35826,"Garage, Garage - Attached, Covered",5,4,3,2558.0
35828,"Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only)",1,1,1,640.0
35829,Attached,3,2,2,1289.0
35830,"Direct Access, Paved, Garage, Garage Faces Front, Garage - Single Door, Garage Door Opener, Private, Shared Driveway, Tandem",2,3,3,1255.0
35831,"Assigned, Controlled Entrance, Parking Space, Garage - Single Door, Community Structure",1,2,1,5774.587090597377
35832,"Garage, Carport",1,1,1,658.0
35833,"Garage, Garage - Attached, Covered",5,4,3,2988.0
35835,"Garage, Carport",2,2,1,1420.0
35837,"Garage - Attached, Covered",4,3,2,2325.0
35838,"Garage, Garage - Attached, Covered",4,3,3,2928.0
35840,"Garage, Garage - Attached",2,2,1,1249.0
35841,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only)",5,3,3,3815.0
35842,"Garage, Garage - Attached, Covered",4,3,2,1860.0
35843,Garage - Attached,2,2,2,1200.0
35844,"Carport, Covered",1,1,1,664.0
35845,"Circular Driveway, Deck, Concrete, Driveway Up Slope From Street, Garage, Garage Faces Side, Gated, RV Access/Parking, Workshop in Garage",2,2,2,1560.0
35846,"Garage, Garage - Attached, Off-street, Covered",5,3,2,2299.0
35847,"Garage - Attached, Off-street, Covered",3,2,2,1426.0
35848,"Garage - Attached, Covered",3,2,2,1538.0
35849,"Private, Independent, On Site",3,2,2,1556.0
35850,"Attached, Interior Access, On Site (Single Family Only), Driveway",3,2,2,1900.0
35851,"Community Structure, Side By Side",1,1,1,793.0
35852,"Garage - Two Door, Direct Access",4,2,2,1832.0
35853,0 spaces,3,2,2,2168.0
35854,"Garage, Garage - Attached",3,3,2,1650.0
35856,"Attached, Carport - 2 Or More",5,2,2,1796.0
35858,"Off-street, Covered",3,2,2,2248.0
35861,"Garage Door Opener, Interior Access, On Site (Single Family Only)",3,3,3,2328.0
35863,"Garage, Garage - Attached, Covered",4,3,2,1868.0
35865,"Driveway, Converted Garage, RV Potential",3,3,1,1419.0
35866,"Garage, Garage - Attached, Covered",4,2,2,1583.0
35867,"Garage, Garage - Detached, Covered",4,2,2,2010.0
35868,"Independent, On Site - Mapped (Condo Only)",2,2,2,1746.0
35869,0 spaces,3,2,2,1829.0
35871,"Garage, Garage - Attached, Covered",3,2,2,1210.0
35872,"Carport, Garage",2,1,1,870.0
35873,"Direct Access, Driveway, Gravel, Driveway Level, Garage, Garage - Two Door, Off Street, RV Access/Parking, Open",4,3,3,3998.0
35874,"Garage, Garage - Attached, Covered",4,2,2,1542.0
35875,"Underground/Basement, Garage - Attached",5,3,2,2680.0
35876,"Carport, Driveway, Garage - Two Door",3,2,2,1262.0
35877,"Garage, Garage - Attached, Covered",3,2,1,1115.0
35878,"Garage Door Opener, Covered, Secured, Space Per Unit - 2, Tandem, Enclosed",2,2,2,1341.0
35879,"Garage, Garage - Attached, Covered",4,2,2,1569.0
35880,Garage - Single Door,2,2,2,1291.0
35881,"Garage, Garage - Attached",3,2,2,1240.0
35882,"Garage - Single Door, RV Access/Parking",2,1,1,1019.0
35883,"Side By Side, Valet, Side by Side, On Site - Unassigned (Condo Only)",1,1,1,920.0
35884,0 spaces,5,3,3,1831.0
35885,Garage - Two Door,2,1,1,1000.0
35886,"Attached, Detached, Garage Door Opener, Interior Access, On Site (Single Family Only)",3,2,2,1449.0
35888,"Garage, Garage - Attached",4,3,2,1702.0
35889,Garage - Attached,3,2,2,1466.0
35890,"Garage, Garage - Attached, Off-street, On-street, Covered",3,2,2,1631.0
35891,Other,0,1,2,750.0
35892,"Garage, Garage - Attached, Covered",4,4,3,2550.0
35893,On Site (Single Family Only),3,3,3,2450.0
35894,"Assigned, Carport, Gated",1,1,1,625.0
35895,"Garage - Two Door, Direct Access",3,3,2,2867.0
35897,"Detached, Garage Door Opener, On Site (Single Family Only)",5,3,3,4525.0
35898,"Garage - Attached, Covered",3,2,1,1472.0
35899,"Carport, Covered, Garage",4,3,2,1483.0
35901,"Garage, Garage - Attached, Covered",3,1,2,982.0
35902,"Potential RV Parking, Auto Opener, Street",4,3,2,2122.0
35903,Garage - Attached,2,2,2,1100.0
35904,"Garage, Garage - Attached, Covered",5,3,3,2358.0
35905,"Garage, Garage - Attached, Covered",4,2,2,2118.0
35906,"Garage, Garage - Attached, Covered",2,1,1,930.0
35907,"Garage - Detached, Mixed, Covered",3,3,2,2500.0
35908,"Attached, Independent, On Site (Single Family Only), Driveway",3,2,2,5774.587090597377
35909,"Garage - Attached, Covered",2,2,2,864.0
35913,"Carport, Covered, Garage",4,2,3,1816.0
35915,"Unpaved, Off Street",2,1,1,623.0
35916,"Garage, Garage - Attached, Covered",4,4,2,4106.0
35918,Independent,1,1,1,690.0
35919,On Site (Single Family Only),3,2,2,1265.0
35920,"Garage, Garage - Attached, Covered",4,2,2,1422.0
35921,Independent,2,1,1,926.0
35922,0 spaces,4,2,2,1992.0
35923,"Garage - Detached, Off-street, On-street, Covered",5,5,5,4506.0
35925,"Garage, Garage - Attached, Covered",5,2,2,3350.0
35926,"Garage, Garage - Attached",3,2,1,1277.0
35927,Driveway - Combination,4,6,4,3300.0
35928,Gated,1,1,1,529.0
35929,Driveway,3,1,1,1092.0
35930,"Garage - Attached, Covered",3,3,3,1200.0
35931,"Independent, On Site (Single Family Only)",5,3,3,2574.0
35932,"Auto Driveway Gate, Driveway, Garage - Single Door",3,2,2,2394.0
35933,Assigned,1,1,1,664.0
35934,"Garage, Garage - Attached, Covered",4,3,2,2421.0
35935,"Driveway, Garage - Two Door",3,2,2,2058.0
35936,"Garage, Garage - Attached, Covered",4,4,3,3401.0
35938,"Attached, Gar #1, RV Access/Parking",3,3,2,1607.0
35939,Covered,4,4,3,3400.0
35940,"Detached Carport, Driveway",5,5,4,4990.0
35941,"Community Structure, Tandem, Assigned",3,3,3,1645.0
35942,"Garage Door Opener, Attached, Garage Faces Side",3,2,2,1327.0
35943,0 spaces,2,1,1,858.0
35944,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",7,5,5,3370.0
35945,"Garage - Attached, Off-street, Covered",3,4,2,3492.0
35946,0 spaces,4,3,2,2463.0
35947,"Carport, Garage",5,2,2,1835.0
35948,"Garage Door Opener, Interior Access, On Site (Single Family Only)",2,1,1,1500.0
35949,0 spaces,2,3,2,1262.0
35950,Garage - Attached,5,2,2,1456.0
35951,Driveway,3,2,2,1679.0
35952,"Garage, Garage - Attached",4,3,3,2540.0
35954,Tandem,2,1,1,920.0
35955,"Underground/Basement, Garage - Attached, Covered",3,1,1,940.0
35956,"Garage - Attached, Covered",4,5,3,4010.0
35957,"Garage, Garage - Attached, Covered",3,2,2,1368.0
35958,"Assigned, Built-In Storage, Controlled Entrance, Garage, Side By Side, Underground",3,3,3,1465.0
35959,"Garage, Garage - Attached, Covered",4,3,3,3118.0
35960,"Concrete, Driveway Level, Garage, Garage Faces Front",2,1,1,965.0
35961,"Circular Driveway, Driveway, Garage, Garage - Two Door, Side By Side, Direct Access",6,9,7,7252.0
35962,"Attached Carport, Direct Access, Driveway, Garage, Garage Faces Front, Garage - Two Door, Garage Door Opener, On Site, Parking Space",3,2,2,1450.0
35963,"Attached, On Site (Single Family Only)",3,2,2,2020.0
35964,0 spaces,2,2,2,1860.0
35965,"Attached, RV/Boat Parking",4,5,2,1491.0
35967,"Carport, Covered, Garage",2,2,1,1050.0
35969,"Garage, Garage - Attached, Covered",3,2,2,1820.0
35970,"Direct Access, Driveway, Garage Faces Front",5,3,2,2270.0
35971,"Garage, Garage - Attached, Covered",2,3,2,1276.0
35972,"Garage, Garage - Attached, Covered",4,3,3,1827.0
35973,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",3,1,1,1860.0
35974,"Attached, Garage Door Opener, Side By Side, Side by Side, On Site - Mapped (Condo Only)",1,1,1,741.0
35975,"Garage, On-street, Covered",5,3,3,2540.0
35977,"Garage Door Opener, On Site (Single Family Only), Driveway",4,4,4,2996.0
35978,"Garage, Garage - Detached, Covered",4,2,2,1914.0
35980,"Detached Carport, Driveway",3,3,3,2010.0
35981,Carport,3,2,2,810.0
35983,"Driveway, Paved, Driveway Level, Garage Faces Front, Garage - Two Door, Garage Door Opener, Shared Driveway",2,2,1,1356.0
35984,"Assigned, Community Structure, Controlled Entrance, Valet, Guest",1,1,1,798.0
35988,"Garage Door Opener, Garage",4,2,2,2337.0
35989,0 spaces,3,2,2,2000.0
35990,"Attached, Enclosed, Garage Door Opener, Tandem, On Site, Driveway, Shared Driveway",1,1,1,911.0
35991,"Garage, Garage - Attached, Covered",3,2,2,1108.0
35992,"Garage, Off-street, Covered",3,2,2,1200.0
35993,Carport,2,1,1,1014.0
35994,"Independent, On Site",3,3,3,1635.0
35995,"Garage, Garage - Attached, Covered",4,3,2,2335.0
35996,"Garage - Two Door, Driveway",4,3,3,2626.0
35998,"Carport, Open",2,1,2,1390.0
35999,"Garage, Garage - Attached",3,3,2,1562.0
36000,Off-street,2,2,2,1000.0
36001,"Detached Carport, Garage - Two Door, Covered",3,2,2,1589.0
36002,None,1,1,1,5774.587090597377
36003,"Garage, Garage - Attached, Covered",5,2,2,1537.0
36004,"Driveway, Concrete, Driveway Level, Garage Faces Front, Garage - Two Door, Garage Door Opener, Off Street",5,5,3,2030.0
36005,"Garage, Garage - Attached, Covered",4,2,2,1372.0
36006,"Assigned, Community Structure, Controlled Entrance, Covered, Garage Door Opener, Gated, Guest, Tandem",2,2,2,910.0
36007,"Carport, Covered",2,1,1,720.0
36010,"Gravel, Garage, Garage - Single Door, Workshop in Garage",3,1,1,1200.0
36011,"Direct Access, Garage Door Opener, Garage",5,5,5,4178.0
36012,"Garage, Garage - Attached, Covered",3,2,2,1169.0
36013,"Garage - Two Door, Driveway, Gated",3,3,3,1885.0
36014,"Driveway, Garage, Parking Space, Garage - Single Door",3,2,1,2260.0
36015,"Garage - Attached, Covered",3,2,2,1740.0
36016,"Carport, Covered, Garage",3,2,2,1588.0
36017,"Garage - Attached, Covered",2,2,2,1217.0
36018,Carport,1,1,1,680.0
36019,"Garage, Garage - Attached, Covered",2,1,2,1032.0
36020,"Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site, Driveway",3,3,3,1610.0
36021,"Garage, Carport, Garage - Attached, Covered",3,3,1,2719.0
36022,"Direct Access, Driveway, Concrete, Driveway Level, Garage, Garage Faces Front, Garage - Single Door, Off Street, Workshop in Garage",3,3,3,2431.0
36023,"Underground/Basement, Garage - Attached",3,2,2,1730.0
36024,"Garage, Garage - Attached, Covered",4,2,2,1773.0
36025,0 spaces,3,2,2,1120.0
36026,"Attached, Int Access From Garage, Parking Lot",3,1,2,1104.0
36027,None,2,1,1,708.0
36028,Carport,3,2,2,1440.0
36029,Garage - Attached,3,2,2,2067.0
36030,"Garage, Garage - Attached, Covered",4,3,2,2946.0
36031,"Garage, Carport, Garage - Attached, Off-street, On-street, Covered",3,3,3,1665.0
36032,0 spaces,4,5,4,3300.0
36033,0 spaces,3,2,2,1262.0
36034,Auto Opener,4,2,2,2199.0
36035,"Garage Door Opener, Detached",5,3,2,2506.0
36036,0 spaces,5,3,3,2523.0
36037,Garage,3,2,2,1440.0
36039,"Independent, On Site",1,1,1,941.0
36040,"Garage, Garage - Attached, Covered",3,2,2,2431.0
36041,"Assigned, Controlled Entrance, Side By Side",2,2,2,1270.0
36042,0 spaces,2,2,2,1057.0
36043,"Attached, Garage Door Opener, Driveway",3,4,2,6503.0
36044,"Attached Carport, Garage - Single Door, Private, Side By Side, Guest, On Street, Concrete, Covered",3,2,2,1725.0
36045,"Garage, Garage - Attached, Covered",2,2,1,1362.0
36046,"Underground/Basement, Garage - Attached",4,3,2,2620.0
36047,"Garage Door Opener, Attached, Mechanical Lift",2,2,2,1100.0
36048,"Direct Access, Driveway, Driveway - Combination, Concrete",3,3,2,1368.0
36049,"Garage, Garage - Attached, Covered",2,3,2,1196.0
36050,"Assigned, Valet, Covered, Gated",2,3,3,2520.0
36051,"Detached Carport, Covered, Driveway",2,1,1,794.0
36052,Garage,2,1,1,1136.0
36053,"Guest, Interior Access, On Site (Single Family Only), Driveway",2,1,1,5774.587090597377
36054,Attached,3,1,2,1385.0
36055,"Garage, Garage - Attached, Covered",4,2,2,1356.0
36056,"RV, Oversized Parking, Off Street, Boat, Oversized Garage",4,3,2,2656.0
36058,Carport,2,1,1,812.0
36060,"Auto Driveway Gate, Converted Garage, Driveway",3,3,1,1765.0
36061,"Driveway, Paved, Garage",6,9,1,9300.0
36063,"Garage, Garage - Attached, Covered",3,2,2,1102.0
36064,"Uncovered, Auto Opener, Street, Other",5,3,2,2085.0
36065,"2 Car Garage, Open",4,3,2,2041.0
36066,Assigned,2,2,2,1210.0
36067,Garage,4,2,2,1500.0
36068,"Garage, Garage - Attached, Covered",3,2,2,1278.0
36069,"Garage Door Opener, Interior Access, On Site (Single Family Only)",2,2,2,1755.0
36070,"Garage - Attached, Off-street, Covered",3,2,2,2037.0
36071,"Garage - Detached, Covered",5,6,5,2756.0
36072,"Garage, Garage - Attached, Covered",5,4,3,3145.0
36073,"Garage, Garage - Attached, Covered",3,2,1,1189.0
36074,"Garage, Garage - Detached, Covered",4,3,3,2700.0
36075,Attached,3,2,2,1202.0
36076,"Underground/Basement, Garage - Attached, Covered",3,3,2,1580.0
36077,Driveway,3,2,1,1711.0
36078,"Carport, Driveway",2,2,2,1172.0
36079,"Garage, Garage - Attached, Covered",3,3,2,1977.0
36080,"Gated, Driveway",3,2,2,5774.587090597377
36081,"Covered, Driveway, Garage, Garage - Two Door, On Street",5,7,2,6129.0
36083,"Garage, Garage - Attached, Covered",3,2,2,1640.0
36084,Driveway,3,2,2,1600.0
36086,"Garage - Attached, Covered",2,1,2,889.0
36087,Driveway,3,3,3,2152.0
36088,"Garage Door Opener, Private, Independent, On Site",2,1,1,845.0
36089,"Underground/Basement, Garage - Attached",3,2,1,1030.0
36090,0 spaces,2,2,2,1056.0
36091,Garage,3,2,2,1391.0
36092,"Garage - Two Door, Driveway",3,3,1,2297.0
36093,"Assigned, Community Structure, Controlled Entrance",3,3,2,1824.0
36095,"Converted Garage, Driveway",3,3,2,2017.0
36097,"Garage, Garage - Attached, Covered",3,3,2,1680.0
36098,"Garage, Garage - Attached, Covered",5,2,2,2206.0
36099,"Garage, Garage - Attached, Covered",4,3,3,2318.0
36100,"Private, Independent, On Site",1,1,1,903.0
36101,"Garage, Garage - Attached",3,3,2,1825.0
36102,Garage - Two Door,3,2,1,1502.0
36105,"Carport, Garage - Two Door",4,5,4,2391.0
36107,"Built-In Storage, Garage - Two Door, On Site",4,3,2,1370.0
36108,Assigned,2,2,2,1161.0
36110,"Garage Door Opener, Attached",2,2,2,1302.0
36111,Garage - Two Door,4,3,2,2443.0
36112,"Additional Carport, Attached, Garage Door Opener, Utility Sink, Driveway",3,3,2,2865.0
36113,"Garage, Garage - Attached, Covered",3,2,2,1458.0
36114,None,3,3,2,1108.0
36117,"Garage - Attached, Covered",3,2,1,1006.0
36118,"Assigned, Covered, Garage Door Opener, Garage, Gated, Guest, Underground",2,2,2,1270.0
36119,"Detached, On Site (Single Family Only)",5,3,3,3435.0
36120,"Permit Required, On Street",1,1,1,520.0
36121,"Attached, Garage Door Opener, On Site (Single Family Only), Driveway",2,1,1,1540.0
36123,0 spaces,4,2,2,1227.0
36124,"Attached, Garage Door Opener, Interior Access, Independent, On Site, Driveway, Shared Driveway",2,1,1,985.0
36125,"Garage - Attached, Covered",3,3,2,1630.0
36126,Driveway,4,4,2,2589.0
36127,0 spaces,3,2,2,1022.0
36128,Garage - Attached,3,2,2,1900.0
36129,"Side By Side, Side by Side, On Site",1,1,1,5774.587090597377
36130,Garage - Attached,2,3,1,1511.0
36131,"Garage, Garage - Attached",2,3,2,1531.0
36132,Carport,3,2,2,1416.0
36133,"Garage, Garage - Detached, Covered",2,1,1,880.0
36134,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",3,3,3,2021.0
36136,Garage - Attached,3,2,2,1150.0
36138,"Garage, Garage - Two Door, Direct Access, Private",3,4,3,2036.0
36139,"Garage, Garage - Attached, Covered",2,1,2,852.0
36140,"Private, Independent, On Site - Lease Available (Condo Only)",3,2,2,1782.0
36141,Garage - Attached,3,3,2,1558.0
36142,Garage - Detached,3,2,2,1388.0
36143,"Independent, On Site (Single Family Only)",3,2,2,1460.0
36145,0 spaces,3,1,2,1200.0
36148,"Garage, Garage - Attached, Covered",4,3,2,2165.0
36149,"Driveway, Garage - Single Door",4,2,2,1799.0
36152,"Tandem, Underground",2,2,2,1075.0
36154,"Garage, Garage - Attached, Covered",3,1,1,1040.0
36155,"Garage, Garage - Attached, Covered",3,3,2,1562.0
36156,"Attached, Gar #1",4,2,2,1481.0
36157,"Attached, Garage Door Opener, Insulated, Two",3,2,2,2756.0
36158,"Garage - Attached, Covered",3,3,3,1832.0
36159,"Garage, Garage - Attached, Covered",3,3,2,1629.0
36160,"Driveway, Garage",4,3,3,2432.0
36161,Driveway,2,1,1,714.0
36164,"Garage, Garage - Attached, Covered",5,5,4,4024.0
36165,"Garage, Garage - Attached, Off-street, Covered",3,3,2,3057.0
36168,"Enclosed, Interior Access, Side By Side, Side by Side, On Site - Lease Available (Condo Only)",1,1,1,749.0
36169,"Garage - Detached, Mixed, Covered",2,3,2,1166.0
36170,"Garage - Attached, Covered",2,3,2,1715.0
36171,"Garage, Covered",4,3,2,2425.0
36172,"Side By Side, Side by Side, On Site, Driveway, Shared Driveway",2,1,1,1720.0
36174,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",5,3,3,1949.0
36175,"Garage, Garage - Attached, Covered",3,2,2,1575.0
36176,"Side By Side, Side by Side, On Site",1,1,1,602.0
36177,Garage - Attached,5,2,2,2112.0
36178,"Garage, Garage - Attached, Covered",4,3,3,3722.0
36179,"Garage - Attached, Covered",5,4,1,2496.0
36181,"Garage, Garage - Attached, Covered",4,2,1,1491.0
36182,"Garage, Garage - Attached, Covered",3,2,2,1203.0
36183,"Garage, Garage - Attached",2,1,1,904.0
36185,Garage - Detached,0,1,2,492.0
36186,"Garage, Garage - Attached",3,2,2,1878.0
36187,"Garage, Garage - Attached, Covered",3,3,2,1438.0
36188,Garage,7,4,4,2195.0
36191,"Controlled Entrance, Side By Side, Concrete",2,2,2,885.0
36192,"Garage, Garage - Attached, Covered",3,3,2,1727.0
36193,"Carport, Off-street, Covered",3,3,2,1800.0
36194,0 spaces,2,1,1,1224.0
36195,"Garage, Garage - Attached",3,2,2,1530.0
36196,"Garage, Garage - Attached, Covered",2,3,2,1356.0
36197,"Carport, Off-street, Covered",2,2,2,1230.0
36198,"Garage, Garage - Attached, Covered",3,2,2,1575.0
36199,Attached,5,3,2,2131.0
36200,"Garage, Garage - Attached, Garage - Detached",6,6,5,3688.0
36201,"Garage - Attached, Covered",3,2,2,1246.0
36202,"Attached, On Site (Single Family Only), Driveway",2,1,1,1164.0
36203,"Garage - Two Door, Concrete",5,6,5,3081.0
36204,"Carport, Off-street",2,2,2,922.0
36206,"Attached, Enclosed, Garage Door Opener, Interior Access, Independent, On Site - Mapped (Condo Only), Driveway",2,2,2,5774.587090597377
36207,"Garage, Garage - Attached",4,3,2,1860.0
36208,Converted Garage,4,3,2,1354.0
36209,"Assigned, Covered, Community Structure",2,2,2,1046.0
36211,Garage,2,1,1,782.0
36212,"Garage - Two Door, Garage",3,4,2,2475.0
36213,"Garage - Two Door, Direct Access",4,3,2,1901.0
36214,Carport,2,1,1,929.0
36216,"Garage - Attached, Off-street, Covered",3,3,2,2348.0
36217,"Driveway, Unpaved, Driveway Level, Garage, Garage - Single Door, Parking Space, Open",3,1,1,1481.0
36218,"Garage, Covered",3,2,1,1380.0
36219,"Garage - Two Door, Side By Side, Private",3,4,2,2310.0
36220,"Garage, Garage - Attached, Off-street, On-street, Covered",3,2,2,1800.0
36221,"Garage Door Opener, Attached, Garage, Workshop in Garage, Below Building Parking, Garage Faces Front",2,2,2,1023.0
36223,"Attached, Garage Door Opener, Interior Access, Independent, On Site",2,2,2,2008.0
36225,"Garage - Attached, Covered",3,3,2,1447.0
36226,"Carport, Gated",5,6,5,4254.0
36227,"Driveway, Garage",4,2,2,1843.0
36228,"Garage, Garage - Attached, Covered",4,2,2,3250.0
36229,"Garage, Garage - Attached, Covered",3,2,2,1140.0
36230,"Detached Carport, Concrete, Garage - Two Door",3,2,2,1521.0
36231,"Garage - Attached, Off-street, Covered",3,2,2,1942.0
36232,"Garage, Interior Access",2,1,2,812.0
36234,"Garage, Garage - Attached, Covered",2,2,2,1716.0
36235,Garage - Two Door,3,2,2,1600.0
36237,Garage - Two Door,3,2,2,1357.0
36238,"Carport, Covered",3,2,2,1650.0
36239,"Garage, Garage - Attached, Covered",4,3,3,1966.0
36240,Missing,3,4,3,2830.0
36241,"Driveway - Combination, Garage - Two Door, Gated",4,5,4,3478.0
36243,"Direct Access, Garage Door Opener, Garage - Two Door",3,3,2,1887.0
36245,"Garage, Garage - Attached, Covered",3,3,2,1520.0
36246,0 spaces,3,2,2,1224.0
36247,"Underground/Basement, Garage - Attached",3,2,1,1190.0
36250,"Potential RV Parking, Auto Opener, Circular Driveway",3,2,2,1786.0
36251,Carport - 2 Or More,6,5,2,3114.0
36252,"RV, Oversized Parking, Off Street, Boat, RV Garage, Oversized Garage",3,2,2,1224.0
36253,Missing,3,2,2,1565.0
36254,"Garage, Covered",3,1,1,773.0
36255,Garage - Two Door,3,4,3,1560.0
36256,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",5,5,5,5201.0
36257,"Garage - Attached, Off-street, On-street, Covered",3,2,2,1821.0
36258,"Driveway, Garage - Two Door",5,5,4,4150.0
36259,"Attached, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only)",3,3,3,2440.0
36260,"Garage - Attached, Off-street, Covered",4,5,4,5258.0
36262,"Attached, Garage Door Opener, On Site (Single Family Only)",3,1,1,1311.0
36263,"Direct Access, Guest",4,5,5,4946.0
36264,"On Site (Single Family Only), Driveway",4,3,3,3005.0
36265,"Garage - Attached, Covered",3,4,3,2500.0
36266,Garage,3,2,1,1474.0
36267,"Garage Door Opener, Tandem, Concrete, Parking Pad",3,3,2,3039.0
36269,Garage,3,3,2,2100.0
36270,"Potential RV Parking, Work/Shop Area, Circular Driveway",3,3,2,2625.0
36271,"Attached, Garage Door Opener, Concrete, Driveway",3,3,3,2124.0
36272,"Garage, Garage - Attached",4,3,2,2680.0
36274,"Garage - Attached, Covered",3,3,2,2154.0
36275,"Garage - Attached, Covered",3,1,2,1000.0
36277,"Garage, Garage - Attached, Covered",3,3,2,1749.0
36278,"Tandem, On Site - Unassigned (Condo Only)",2,1,1,5774.587090597377
36279,"Detached Carport, Garage - Two Door",2,1,1,996.0
36280,"Garage - Detached, Off-street, Covered",3,2,2,1666.0
36283,"Garage - Attached, Covered",3,2,2,1233.0
36284,"Garage, Garage - Attached, Covered",3,2,1,1102.0
36285,"Garage - Attached, Off-street",2,2,2,1189.0
36286,"Carport, Covered, RV Access/Parking",3,2,2,1507.0
36287,"Garage, On Street",2,1,1,1240.0
36288,"Garage, Garage - Attached, Covered",4,2,2,1800.0
36289,"Attached, Enclosed, Interior Access, Private, Independent, On Site - Mapped (Condo Only), Driveway",2,2,2,1630.0
36290,"Garage - Single Door, Concrete",3,3,1,1976.0
36291,"Garage, Garage - Detached, Covered",3,2,2,1624.0
36293,"Garage, Garage - Attached, Covered",3,2,2,1000.0
36294,Garage - Two Door,4,4,3,3048.0
36295,Covered,3,3,2,1797.0
36296,"Garage, Garage - Attached, Covered",4,2,2,1125.0
36297,"Garage - Attached, Off-street, On-street, Covered",4,4,3,2724.0
36298,"Garage, Garage - Attached, Covered",4,2,2,1691.0
36299,"Garage - Attached, Covered",3,5,3,2179.0
36300,"Interior Access, Independent, On Site (Single Family Only), Driveway",3,2,2,1746.0
36301,"Garage - Attached, Covered",3,2,1,1700.0
36302,Off-street,0,1,1,444.0
36303,"Private, Independent, On Site - Mapped (Condo Only)",1,1,1,5774.587090597377
36306,"Garage, Garage - Attached, Covered",4,3,3,2021.0
36307,Potential RV Parking,3,2,2,1802.0
36308,"Garage - Attached, Covered",3,2,2,1365.0
36309,"Covered, Driveway, Garage Door Opener, Side By Side, Garage - Two Door",5,4,4,3688.0
36310,"Garage - Attached, Covered",3,3,3,1410.0
36313,"Assigned, Valet",1,1,1,855.0
36314,0 spaces,3,2,2,990.0
36315,"Garage - Attached, Garage - Detached, Mixed, Covered",3,4,3,2700.0
36316,"Garage - Attached, Off-street, On-street, Covered",3,2,2,1180.0
36317,"Detached Carport, Garage Door Opener, Private, Assigned, Built-In Storage, Garage - Single Door, Garage, Permit Required",1,1,1,588.0
36318,"Independent, On Site",2,2,2,5774.587090597377
36321,"Auto Driveway Gate, Garage, Driveway",3,2,2,1949.0
36322,"Independent, On Site (Single Family Only), Driveway",2,1,1,800.0
