Housing_Id,elementary_school_score,elementary_school_distance,middle_school_score,middle_school_distance,high_school_score,high_school_disctance
45133,3,0.9,3,1.9,4,1.5
45134,9,0.6,5,1.6915926468195905,6,1.7
45135,5,1.1524111764292648,5,1.6915926468195905,3,1.4
45136,4,0.1,6,1.4,5,0.9
45137,3,0.3,4,2.9,6,3.0
45138,5,1.1524111764292648,5,1.6915926468195905,6,7.0
45139,2,0.5,5,1.6915926468195905,4,0.5
45140,3,3.6,4,0.5,6,0.5
45141,8,0.3,9,0.9,9,0.9
45142,4,1.4,5,1.6915926468195905,6,3.1
45143,7,1.2,5,1.6915926468195905,6,8.5
45144,6,0.4,4,1.7,3,2.0
45145,3,0.3,2,0.7,2,0.6
45146,7,0.7,7,1.1,7,0.8
45148,9,0.5,7,0.5,8,0.5
45149,3,0.6,5,1.6915926468195905,5,3.0
45150,6,0.5,4,0.2,5,1.2
45151,5,1.1524111764292648,5,1.6915926468195905,3,0.9
45152,4,14.6,5,1.6915926468195905,5,17.8
45153,8,0.8,7,1.7,8,1.8
45154,4,0.5,8,3.3,7,0.3
45156,7,1.1,5,0.4,7,1.0
45157,3,0.4,5,10.3,7,2.9
45158,5,1.1524111764292648,4,1.3,4,1.9
45159,3,1.1,2,1.1,6,2.2
45160,2,0.1,2,0.3,4,4.0
45161,1,0.3,4,1.4,2,0.6
45162,9,2.0,6,3.5,6,3.1
45163,6,0.7,5,1.6915926468195905,5,0.4
45164,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45165,5,1.5,5,1.6915926468195905,6,7.7
45166,1,0.7,6,1.7,4,1.5
45167,5,0.5,5,1.6915926468195905,7,0.6
45168,5,1.1524111764292648,8,2.8,8,3.1
45169,7,0.2,7,0.1,7,1.7
45170,7,0.8,5,0.6,7,0.6
45171,4,0.3,5,1.6915926468195905,4,2.3
45172,8,0.8,5,1.6915926468195905,8,4.5
45173,9,0.9,9,0.5,9,0.4
45174,5,2.5,3,1.3,5,0.9
45175,5,1.1524111764292648,5,1.6915926468195905,9,1.4
45176,2,0.5,6,0.4,7,0.4
45177,6,0.6,3,0.9,6,1.5
45178,8,1.8,5,1.6915926468195905,8,5.7
45179,5,3.0,7,5.1,7,3.2
45180,9,0.2,7,0.3,8,0.4
45182,6,0.2,3,0.6,5,0.7
45183,2,0.6,5,1.6915926468195905,4,1.6
45184,9,2.1,5,1.6915926468195905,7,2.3
45185,7,0.5,5,1.6915926468195905,8,0.5
45186,7,3.6,5,1.6915926468195905,6,4.4
45187,5,1.1524111764292648,5,1.6915926468195905,7,0.2
45188,8,0.4,7,0.4,8,0.6
45189,8,0.6,6,0.6,6,2.4103657099769076
45191,5,1.1524111764292648,4,0.8,5,0.8
45192,8,0.8,6,1.7,7,0.8
45193,5,1.1524111764292648,5,1.6915926468195905,3,1.6
45194,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45195,9,1.2,7,0.6,8,2.7
45196,7,0.5,8,1.3,9,1.0
45199,8,3.0,5,1.6915926468195905,7,4.4
45200,4,0.3,4,1.3,5,0.3
45201,5,1.1524111764292648,5,1.6915926468195905,6,9.7
45202,5,0.4,5,1.6915926468195905,7,1.6
45203,3,1.3,5,1.6915926468195905,3,1.5
45204,9,1.3,5,1.6915926468195905,6,3.3
45205,5,0.2,5,1.6915926468195905,6,2.4103657099769076
45206,5,0.2,6,0.5,8,1.2
45207,7,0.8,5,1.2,6,1.2
45208,7,0.7,5,1.6915926468195905,7,1.4
45209,4,0.8,5,0.1,5,0.9
45210,6,1.1,5,1.6915926468195905,5,0.9
45211,9,0.4,5,1.6915926468195905,7,1.4
45212,5,0.5,6,0.8,6,2.9
45213,9,0.8,2,2.4,6,3.6
45214,9,0.5,5,1.6915926468195905,6,1.7
45215,8,0.5,5,1.6915926468195905,9,1.6
45217,7,0.4,9,1.3,9,1.3
45218,5,0.4,5,0.7,4,1.3
45219,5,0.6,3,0.9,5,1.2
45220,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45221,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45222,7,0.7,8,0.9,8,0.5
45223,6,1.2,8,0.2,8,1.2
45224,3,0.6,5,1.6915926468195905,5,1.3
45225,5,1.1524111764292648,5,1.6915926468195905,2,2.8
45226,2,1.0,3,0.4,7,1.1
45228,5,1.1524111764292648,5,1.6915926468195905,7,0.2
45229,8,0.3,8,1.1,8,1.5
45230,6,1.1,5,1.6915926468195905,5,3.8
45231,1,0.4,5,1.6915926468195905,7,1.4
45232,5,0.8,5,0.6,7,0.4
45233,9,0.5,5,1.6915926468195905,6,2.4103657099769076
45234,5,0.4,2,0.9,4,0.8
45235,8,0.4,5,1.6915926468195905,9,1.7
45236,8,1.1,5,1.6915926468195905,6,1.6
45237,8,0.7,9,1.6,9,1.4
45238,9,0.8,6,1.2,7,0.3
45239,9,0.5,6,0.7,8,0.1
45240,6,0.7,2,1.3,6,1.6
45241,3,0.3,2,1.1,3,0.4
45242,7,0.6,6,2.4,7,1.5
45243,5,1.5,5,1.6915926468195905,5,33.0
45245,5,0.2,2,0.6,3,2.3
45246,5,1.2,3,1.0,4,2.3
45247,5,0.8,7,3.5,3,0.6
45248,6,3.5,3,4.4,5,3.7
45249,5,0.4,4,0.9,7,0.5
45250,5,0.3,4,0.3,3,2.0
45251,4,0.1,5,1.6915926468195905,7,0.4
45252,9,0.3,7,0.7,6,1.8
45253,6,0.3,3,0.9,4,0.8
45255,6,0.5,9,4.5,10,3.2
45256,6,0.5,7,2.4,8,2.1
45257,4,0.2,5,1.6915926468195905,7,2.4
45258,8,0.9,5,1.6915926468195905,9,0.5
45259,6,0.2,7,0.4,8,2.3
45260,4,1.2,3,2.5,5,1.5
45261,5,0.5,5,1.3,6,1.3
45262,8,0.9,7,1.1,7,2.6
45263,6,0.9,5,1.6915926468195905,6,2.4103657099769076
45264,8,1.3,5,1.6915926468195905,8,5.4
45265,9,0.9,7,1.6,8,3.9
45266,2,1.1,7,2.4,8,3.0
45267,8,0.3,6,0.4,8,1.1
45268,5,1.1524111764292648,3,0.8,4,0.5
45269,2,1.0,7,0.8,7,1.3
45270,5,0.4,5,0.3,7,7.6
45271,7,0.9,7,0.6,7,0.6
45272,5,0.9,5,1.6915926468195905,6,0.9
45273,4,0.1,1,0.7,6,2.4103657099769076
45274,2,0.6,6,0.5,7,0.5
45275,4,0.4,2,0.9,5,1.0
45276,7,0.8,4,1.0,5,0.9
45277,7,1.3,8,1.5,9,0.6
45278,9,1.8,6,2.0,6,3.1
45279,4,0.6,3,0.5,4,1.8
45280,4,0.6,5,1.6915926468195905,4,1.5
45281,8,1.3,5,1.6915926468195905,9,2.3
45282,8,0.8,7,0.5,8,2.1
45283,6,0.2,3,1.0,4,0.6
45284,6,0.2,4,0.7,4,1.0
45285,7,0.3,3,0.3,5,0.5
45286,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45287,9,1.2,5,1.6915926468195905,7,2.5
45288,3,0.3,4,1.2,3,0.5
45290,8,0.7,7,0.8,8,1.0
45291,5,0.8,5,1.6915926468195905,6,7.4
45292,6,0.4,3,1.1,6,1.4
45293,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45294,7,0.4,5,1.6915926468195905,6,1.5
45295,3,0.5,5,1.8,8,0.7
45296,8,0.2,8,1.8,7,0.7
45297,4,0.3,5,1.6915926468195905,4,2.0
45298,3,1.0,5,1.6915926468195905,5,1.7
45299,9,0.5,3,2.6,7,1.2
45300,3,0.7,5,1.6915926468195905,3,0.5
45301,5,2.0,2,3.2,6,3.0
45302,8,0.8,6,1.3,8,0.6
45303,8,0.1,7,1.0,7,4.3
45304,3,0.8,5,1.6915926468195905,6,2.5
45305,5,1.1524111764292648,5,1.6915926468195905,6,3.3
45306,3,0.6,5,1.6915926468195905,6,6.5
45307,4,0.4,6,1.6,6,1.6
45308,5,2.0,4,2.2,6,2.3
45309,4,0.1,3,0.6,6,1.8
45311,6,1.6,5,1.6915926468195905,5,2.1
45313,5,1.1524111764292648,5,1.6915926468195905,4,1.0
45314,5,1.1524111764292648,5,1.6915926468195905,2,1.7
45315,4,1.7,4,1.8,4,1.8
45316,5,1.1524111764292648,5,1.6915926468195905,2,1.0
45317,5,1.6,4,3.3,4,1.6
45318,8,0.4,6,2.9,7,2.3
45319,5,0.4,7,2.2,6,0.3
45320,3,0.6,5,1.6915926468195905,6,2.4103657099769076
45321,2,0.3,4,0.3,4,0.2
45322,5,1.1524111764292648,5,1.6915926468195905,6,1.9
45324,7,1.0,2,2.1,4,1.3
45325,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45326,9,1.0,5,1.6915926468195905,8,1.4
45327,5,2.0,4,3.6,4,2.0
45328,4,0.7,7,2.6,7,1.4
45329,7,0.1,5,1.6915926468195905,6,1.4
45330,5,1.1524111764292648,5,1.6915926468195905,7,0.6
45331,6,0.5,5,1.6915926468195905,7,1.9
45332,5,1.1524111764292648,5,1.8,6,2.4103657099769076
45333,6,1.7,5,1.6915926468195905,5,2.6
45335,5,0.7,5,0.9,3,1.4
45336,9,0.2,9,1.3,8,2.7
45337,9,0.4,8,1.7,8,3.5
45338,8,0.3,3,1.1,6,1.3
45340,5,0.2,5,1.6915926468195905,2,5.0
45341,3,2.9,4,0.3,6,0.4
45342,6,0.8,7,0.6,5,1.9
45343,5,1.1524111764292648,5,1.6915926468195905,10,0.3
45344,8,0.3,6,0.9,8,1.8
45345,5,0.4,3,0.9,2,0.8
45346,6,4.9,5,1.6915926468195905,8,18.1
45347,5,1.1524111764292648,5,1.6915926468195905,2,1.5
45349,4,0.4,6,0.3,7,1.1
45350,7,0.7,5,1.6915926468195905,7,4.5
45351,9,0.2,5,1.6915926468195905,8,1.0
45352,2,0.5,3,0.8,2,2.3
45353,6,0.5,5,1.6915926468195905,4,1.2
45355,5,7.0,7,5.7,7,6.8
45356,8,0.4,7,0.6,9,1.8
45358,3,2.6,8,5.3,9,5.2
45359,3,0.1,6,1.0,8,1.4
45360,4,0.3,4,1.1,5,0.4
45361,5,1.1524111764292648,5,1.6915926468195905,6,3.2
45363,5,1.1524111764292648,8,5.3,7,5.5
45364,5,0.6,3,0.9,5,1.3
45365,4,0.1,5,2.8,6,3.5
45367,3,0.3,7,0.8,6,1.1
45369,6,1.0,5,1.6915926468195905,6,3.8
45371,5,1.1524111764292648,5,1.6915926468195905,6,3.7
45372,6,0.6,5,1.6915926468195905,3,1.0
45374,6,0.2,4,2.0,3,1.7
45375,2,0.8,3,0.8,3,1.0
45376,7,0.2,7,0.5,7,1.1
45378,5,0.3,5,1.6915926468195905,7,0.8
45379,5,0.9,5,1.5,6,1.7
45380,7,0.3,5,1.1,8,2.2
45381,7,1.1,8,1.5,8,1.0
45382,10,0.2,9,0.7,6,1.3
45383,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45384,5,0.5,5,1.6915926468195905,1,0.2
45385,4,0.2,5,1.6915926468195905,7,1.8
45386,9,2.1,5,1.6915926468195905,10,4.0
45387,7,0.5,8,1.1,8,1.2
45388,4,0.9,5,1.6915926468195905,3,1.5
45389,6,0.1,5,1.6915926468195905,8,0.4
45390,7,0.4,6,1.6,7,2.6
45391,5,1.1524111764292648,5,1.6915926468195905,7,3.5
45393,4,0.1,2,0.7,5,1.0
45394,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45396,7,1.2,4,4.9,6,4.6
45398,8,0.8,5,2.3,6,0.8
45399,2,0.1,5,1.6915926468195905,7,0.3
45400,6,3.3,5,1.6915926468195905,7,2.6
45401,6,2.1,5,1.6915926468195905,7,3.8
45402,6,2.7,5,1.6915926468195905,6,4.6
45403,6,0.1,6,1.1,8,1.9
45404,8,0.0,7,0.9,7,0.5
45405,7,0.1,6,0.8,6,0.5
45406,9,0.6,8,3.8,9,1.7
45407,4,1.0,3,0.9,5,1.1
45408,5,1.1524111764292648,5,1.6915926468195905,6,2.1
45409,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45410,6,0.5,7,1.2,7,2.5
45411,8,0.7,9,0.6,10,6.5
45412,2,0.3,5,1.6915926468195905,4,1.4
45413,6,9.8,3,13.1,6,13.5
45414,5,0.3,5,0.5,3,1.5
45415,1,0.8,2,1.0,2,2.1
45416,9,0.8,5,1.6915926468195905,9,1.2
45417,6,2.0,5,1.1,7,5.6
45418,3,0.9,5,1.6915926468195905,6,0.8
45419,7,0.2,3,0.8,4,1.2
45420,8,0.2,4,1.2,3,2.0
45421,4,0.6,4,1.7,3,0.6
45422,5,0.3,5,0.3,7,1.3
45423,4,3.6,5,1.6915926468195905,6,1.5
45424,5,1.1524111764292648,5,1.6915926468195905,4,0.4
45426,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45427,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45428,8,5.2,7,3.9,9,8.6
45429,3,0.3,5,1.6915926468195905,7,5.5
45430,8,0.4,8,1.7,9,1.8
45431,6,0.2,7,0.9,7,0.6
45432,9,1.1,5,1.6915926468195905,9,4.6
45433,4,0.4,4,1.6,3,0.8
45435,9,0.4,6,0.8,8,0.6
45436,7,0.7,5,1.6915926468195905,4,3.6
45437,5,0.8,7,1.3,9,2.3
45438,5,0.2,5,1.6915926468195905,6,1.9
45440,6,0.1,5,1.6915926468195905,6,2.4103657099769076
45441,4,1.5,4,1.0,6,0.4
45443,4,0.4,6,0.5,7,1.3
45444,4,0.4,5,1.6915926468195905,5,0.9
45445,9,2.0,5,1.6915926468195905,7,2.2
45446,9,0.6,9,1.3,9,1.7
45447,4,1.4,5,1.9,5,1.5
45448,5,1.1524111764292648,5,1.6915926468195905,3,0.6
45449,2,0.3,5,1.6915926468195905,2,1.2
45450,7,0.3,4,0.6,2,0.2
45451,9,0.5,5,1.6915926468195905,6,2.4103657099769076
45452,4,0.8,5,1.6915926468195905,4,2.1
45453,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45454,7,0.5,5,0.9,3,0.3
45455,3,2.2,5,1.6915926468195905,5,10.1
45456,5,1.1524111764292648,5,1.6915926468195905,6,3.7
45457,4,12.6,5,1.6915926468195905,6,14.0
45459,7,1.6,5,1.6915926468195905,4,5.2
45460,5,0.1,5,1.6915926468195905,5,0.3
45461,7,0.5,7,1.9,9,2.7
45462,8,0.8,7,0.4,3,0.7
45463,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45464,5,1.1524111764292648,5,1.6915926468195905,3,0.6
45465,9,0.3,5,1.6915926468195905,9,0.7
45466,5,2.5,5,0.7,7,1.1
45467,3,0.2,3,0.4,6,2.4103657099769076
45468,4,0.4,3,0.6,4,0.7
45469,5,1.3,5,1.3,6,1.4
45470,4,0.4,3,0.7,4,0.4
45471,8,0.8,7,0.4,9,5.1
45472,8,0.3,8,1.9,8,0.5
45473,4,0.5,5,1.6,6,1.4
45474,7,0.4,5,0.9,6,0.9
45475,5,1.1524111764292648,5,1.0,6,1.6
45476,5,1.1524111764292648,7,1.0,8,2.6
45478,9,0.1,5,1.6915926468195905,9,1.2
45480,4,0.6,3,0.6,7,3.2
45481,7,0.2,6,1.6,5,2.3
45482,5,1.1524111764292648,5,1.6915926468195905,3,7.4
45483,8,1.9,5,1.6915926468195905,6,1.7
45484,4,0.3,4,1.1,3,2.9
45485,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45486,4,0.4,5,1.6915926468195905,5,0.6
45487,5,1.1524111764292648,3,0.5,4,0.2
45489,2,0.3,5,1.6915926468195905,4,1.3
45491,8,1.5,7,1.3,5,1.3
45492,5,0.8,5,1.6915926468195905,6,0.8
45493,5,1.1524111764292648,5,1.6915926468195905,7,2.7
45494,1,4.3,5,1.6915926468195905,5,11.8
45495,7,0.7,7,4.5,7,0.2
45496,4,0.4,5,1.6915926468195905,5,0.7
45497,9,1.0,5,11.0,7,18.8
45498,6,7.2,5,1.6915926468195905,6,6.6
45499,7,0.3,8,0.9,9,0.4
45500,9,1.1,5,1.6915926468195905,10,3.2
45501,5,1.1524111764292648,4,1.2,8,5.5
45502,6,0.5,6,3.1,7,4.0
45503,4,0.6,2,0.7,5,1.1
45504,5,1.1524111764292648,5,1.6915926468195905,6,1.3
45505,4,1.2,5,1.6915926468195905,6,2.6
45506,5,0.4,6,0.6,8,1.4
45508,5,7.4,5,1.6915926468195905,3,7.4
45509,5,1.1524111764292648,5,1.6915926468195905,3,0.4
45510,4,0.5,5,1.6915926468195905,8,1.3
45512,6,2.3,5,1.6915926468195905,6,5.0
45513,9,0.8,7,1.1,8,3.4
45515,5,1.1524111764292648,7,1.1,8,1.0
45516,5,1.1524111764292648,5,1.6915926468195905,5,0.5
45517,5,1.1524111764292648,5,1.6915926468195905,8,3.9
45519,9,0.8,9,1.2,9,2.1
45520,3,0.2,3,1.2,6,2.4103657099769076
45521,7,0.2,5,1.6915926468195905,8,1.0
45522,1,0.9,2,1.3,2,1.2
45523,6,0.7,6,1.5,4,1.1
45524,2,0.2,5,1.6915926468195905,4,1.2
45526,3,0.4,5,1.6915926468195905,7,0.2
45527,4,1.0,6,1.2,6,0.7
45528,3,1.4,5,1.6915926468195905,8,1.2
45529,7,0.7,4,4.9,6,4.7
45530,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45531,5,0.7,4,0.2,7,0.2
45532,5,4.2,7,7.1,7,4.5
45533,9,0.1,5,1.6915926468195905,6,2.0
45535,5,0.6,5,1.6915926468195905,4,2.5
45536,5,0.5,5,0.6,5,1.1
45537,3,1.4,4,8.4,4,8.5
45538,4,2.4,5,1.6915926468195905,5,28.2
45539,6,0.1,6,0.9,8,1.7
45540,5,0.4,4,0.1,3,1.7
45541,7,0.3,6,1.7,5,2.4
45542,4,0.1,4,1.8,5,0.4
45543,4,0.5,4,5.1,6,0.9
45544,4,1.2,5,1.6915926468195905,6,2.6
45545,3,1.1,4,3.1,6,3.1
45546,9,0.6,6,1.1,8,0.9
45547,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45548,6,0.9,5,5.4,8,5.5
45549,4,0.8,6,1.6,7,0.3
45550,5,1.1524111764292648,5,1.6915926468195905,4,0.9
45552,5,1.8,3,2.1,5,1.8
45553,5,7.4,5,1.6915926468195905,3,7.4
45554,5,2.8,5,1.6915926468195905,8,23.7
45555,5,2.7,3,2.0,6,6.4
45556,4,0.1,5,1.6915926468195905,5,2.4
45557,6,0.4,6,1.4,4,1.0
45558,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45559,1,1.1,2,1.4,2,1.2
45560,8,0.9,7,0.6,8,0.9
45561,6,0.2,5,1.6915926468195905,5,1.3
45562,5,1.1524111764292648,5,1.6915926468195905,2,2.4
45563,2,0.3,4,0.0,3,0.3
45564,3,0.4,5,1.6915926468195905,3,1.1
45565,7,0.3,6,0.3,8,0.5
45566,6,1.3,5,0.9,7,1.0
45567,8,0.7,7,1.0,7,0.9
45568,3,0.2,4,0.5,3,0.5
45569,6,0.8,7,1.3,9,1.4
45570,7,0.7,6,0.3,7,2.7
45571,9,0.2,7,0.3,8,0.4
45572,8,1.7,7,4.5,8,3.9
45573,2,0.1,3,0.3,5,0.3
45575,9,1.1,5,1.6915926468195905,7,1.4
45576,5,1.1524111764292648,5,1.6915926468195905,8,3.1
45577,5,1.1524111764292648,8,1.4,7,2.1
45578,2,0.4,3,0.4,2,6.9
45579,4,0.2,2,0.3,8,0.5
45580,3,0.9,5,1.6915926468195905,5,0.0
45581,5,1.1524111764292648,5,1.6915926468195905,6,0.1
45582,5,1.3,5,1.1,7,0.3
45583,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45584,6,0.3,6,0.5,5,1.2
45585,5,0.3,3,0.3,6,2.4103657099769076
45586,9,0.5,6,0.8,8,0.1
45587,7,0.3,4,0.6,2,0.2
45588,5,1.7,3,3.5,2,1.0
45589,7,0.5,4,5.1,6,4.9
45590,9,3.0,9,1.9,8,5.6
45591,5,1.1524111764292648,5,1.6915926468195905,6,6.0
45593,4,0.1,5,1.6915926468195905,5,2.4
45594,5,1.0,5,1.6915926468195905,9,10.8
45595,8,7.5,5,1.6915926468195905,6,2.4103657099769076
45596,3,0.5,4,0.6,4,2.7
45597,3,0.7,4,2.9,3,1.1
45598,6,0.5,5,1.6915926468195905,3,1.9
45599,7,1.1,5,0.6,7,0.8
45600,5,0.2,5,1.6915926468195905,6,1.6
45601,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45602,2,0.5,2,1.2,6,2.4103657099769076
45603,8,0.1,8,0.5,7,0.7
45604,6,2.8,5,3.1,6,1.7
45605,5,0.2,7,0.9,7,0.9
45606,5,1.1524111764292648,8,1.1,7,1.6
45607,7,0.3,6,0.9,8,1.0
45608,3,1.0,4,3.0,6,3.1
45610,8,0.8,3,0.8,7,2.1
45611,3,0.2,5,1.6915926468195905,5,0.2
45612,4,0.1,6,1.4,7,1.3
45613,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45614,5,2.9,5,1.6915926468195905,6,12.1
45615,7,0.3,5,2.9,6,7.0
45616,9,1.4,5,1.6915926468195905,6,5.1
45617,3,1.1,5,1.6915926468195905,8,1.0
45618,4,0.6,5,1.6915926468195905,4,1.1
45620,8,1.6,8,0.5,8,2.2
45621,6,10.5,5,1.6915926468195905,9,10.5
45622,7,0.3,9,0.4,9,0.4
45623,5,1.1524111764292648,5,1.6915926468195905,8,0.7
45624,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45626,4,0.9,3,1.0,5,1.0
45627,6,0.5,7,0.3,7,5.0
45628,5,1.1524111764292648,6,0.4,6,0.6
45630,5,0.2,5,1.6915926468195905,8,0.4
45632,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45633,5,3.5,5,1.6915926468195905,7,18.4
45634,5,0.2,2,0.6,5,0.3
45636,7,1.0,7,0.4,5,2.4
45637,5,1.1524111764292648,5,1.6915926468195905,2,0.6
45638,8,0.3,5,1.6915926468195905,3,1.0
45639,4,0.3,1,1.1,7,0.5
45640,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45641,7,0.2,5,0.1,5,1.0
45642,5,0.9,4,1.5,5,2.4
45643,5,1.1524111764292648,5,1.6915926468195905,8,0.8
45644,8,0.9,7,1.3,6,6.8
45645,4,1.4,4,0.9,6,0.3
45646,9,0.3,7,1.3,10,0.5
45647,5,1.1524111764292648,5,1.6915926468195905,8,2.5
45648,7,0.2,5,1.6915926468195905,8,1.4
45649,9,0.7,5,1.6915926468195905,6,2.6
45651,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45652,5,2.1,5,1.6915926468195905,6,2.0
45653,4,4.7,5,1.6915926468195905,7,4.8
45654,3,0.3,4,0.4,3,0.4
45655,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45656,8,2.0,7,0.6,7,4.8
45657,9,0.8,7,0.6,7,0.3
45659,7,0.2,9,0.7,8,1.5
45660,2,0.1,2,0.3,4,4.0
45662,4,0.6,6,1.8,6,1.8
45663,5,0.6,5,2.6,6,1.7
45664,8,1.0,8,0.9,9,2.6
45665,3,0.7,4,0.3,2,0.8
45666,3,0.1,5,1.9,5,1.1
45667,4,1.0,5,1.6915926468195905,8,0.7
45668,5,2.1,7,2.1,7,2.1
45671,4,0.6,1,2.4,2,1.2
45672,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45673,8,0.2,6,0.6,8,1.5
45674,7,0.4,3,0.7,4,1.1
45675,5,5.3,5,1.6915926468195905,6,4.4
45677,8,1.7,4,0.8,5,1.2
45678,5,1.1524111764292648,3,2.5,5,5.6
45679,4,0.4,6,1.9,6,1.6
45681,4,0.6,5,1.6915926468195905,8,2.5
45682,4,0.3,7,0.3,4,1.3
45683,4,0.4,2,1.1,4,1.7
45684,3,0.3,2,1.6,6,0.5
45685,6,0.4,7,3.0,8,1.4
45686,7,0.7,5,1.6915926468195905,6,1.0
45687,7,0.1,6,1.1,8,2.1
45689,8,1.6,7,2.7,8,0.8
45690,3,17.0,3,16.9,5,18.3
45691,5,0.4,5,1.6915926468195905,5,0.9
45692,7,0.4,7,0.3,4,4.0
45693,3,9.6,5,1.6915926468195905,5,9.8
45694,7,0.8,6,9.1,7,11.1
45695,5,1.1524111764292648,5,1.6915926468195905,6,3.4
45696,7,10.6,5,1.6915926468195905,5,14.4
45697,5,1.1524111764292648,5,1.6915926468195905,9,3.4
45699,8,1.3,7,0.7,7,0.8
45700,1,0.7,2,1.5,2,1.3
45701,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45702,5,1.1524111764292648,5,1.6915926468195905,2,0.4
45703,4,0.6,1,2.5,2,1.3
45704,7,7.6,5,1.6915926468195905,3,5.8
45705,5,0.4,4,0.6,6,0.8
45706,7,0.3,7,1.2,5,2.6
45707,9,0.9,7,1.6,8,3.0
45708,3,0.2,5,0.7,4,1.3
45710,5,0.3,5,1.6915926468195905,6,10.1
45711,4,0.7,6,1.5,6,0.7
45712,3,2.1,4,2.0,4,1.1
45713,2,7.2,5,1.6915926468195905,2,7.1
45714,2,0.5,2,0.4,4,3.4
45715,6,0.7,6,2.7,8,3.6
45716,4,1.7,4,1.6,5,1.1
45717,7,0.5,3,1.7,7,1.3
45718,8,0.3,7,0.5,9,0.9
45719,5,1.5,5,1.6915926468195905,4,2.3
45720,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45721,4,0.4,4,1.3,3,3.0
45722,3,17.1,5,1.6915926468195905,5,17.0
45723,4,0.6,5,1.6915926468195905,6,1.3
45724,8,0.2,8,1.8,8,0.7
45725,8,0.6,8,1.3,8,1.9
45726,4,0.4,6,1.2,6,0.2
45727,6,0.4,5,1.6915926468195905,7,1.0
45728,5,0.8,4,0.5,5,3.0
45729,6,0.3,7,0.6,8,4.5
45730,6,1.1,6,0.4,6,0.6
45731,2,0.2,5,1.6915926468195905,6,2.4103657099769076
45732,6,0.8,6,0.5,6,1.9
45734,7,1.6,7,3.5,7,0.9
45735,4,3.8,5,1.6915926468195905,6,1.7
45736,6,1.0,5,1.6915926468195905,6,3.9
45737,3,0.6,2,1.7,6,0.6
45739,5,1.1524111764292648,5,1.6915926468195905,9,0.9
45740,5,1.5,7,2.8,7,1.5
45741,9,0.3,5,1.6915926468195905,6,2.4103657099769076
45743,1,0.2,4,1.9,2,1.0
45744,6,2.5,6,1.4,8,2.3
45745,8,0.7,5,1.6915926468195905,6,2.0
45746,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
45747,5,0.9,2,0.6,5,1.8
45748,9,1.1,5,1.6915926468195905,10,4.1
45749,9,2.0,6,3.5,6,3.1
45750,8,1.8,5,1.6915926468195905,7,2.7
45751,2,0.5,1,0.2,2,0.8
45752,4,1.1,4,2.1,10,1.0
45753,3,0.1,5,1.8,5,1.1
45754,6,0.1,5,1.6915926468195905,6,3.4
45755,5,1.1524111764292648,5,1.6915926468195905,8,0.8
45756,9,1.4,5,1.6915926468195905,6,4.9
45757,7,0.2,7,0.4,8,1.1
45758,7,1.1,7,2.0,7,4.8
45759,8,0.6,5,1.6915926468195905,6,2.4
45760,4,0.2,1,0.9,6,2.4103657099769076
45761,6,0.5,5,1.6915926468195905,9,0.5
45762,5,1.1524111764292648,5,1.6915926468195905,2,1.5
45764,4,0.6,5,1.6915926468195905,6,2.4103657099769076
45765,7,1.0,5,1.6915926468195905,5,7.3
45766,4,0.6,5,1.6915926468195905,7,0.5
45768,5,1.1524111764292648,5,1.6915926468195905,4,0.9
45770,3,0.8,4,0.4,3,0.2
45771,7,1.9,7,1.5,8,1.8
45773,8,0.5,5,1.6915926468195905,9,0.3
